"","N1","N2","B1","C1","N3","N4","N5","N6","Target"
"30",47.0830625020672,58.2144802814742,"False","Level1",2.47385184980018,4,7,25.6162294344596,218.410732407548
"31",43.982933877706,35.6770490349251,"True","Level3",5.31413546148626,0,2,25.6711369952888,161.786957598637
"32",68.5227818450894,16.4270449455928,"False","Level3",1.46755875230397,3,2,36.212784718212,201.051415587938
"34",39.422890710441,83.0202884345762,"True","Level1",0.291934808355903,3,14,31.4275897418497,242.115432166802
"35",58.2254491210319,66.4012228067602,"True","Level1",4.43478588560088,1,18,5.15375134224291,261.078686438741
"37",52.0886359500476,93.5523022758857,"False","Level3",2.66631536771099,0,17,22.6214418874948,288.401642078874
"38",30.4032987612022,91.2207571249182,"False","Level1",2.72564173468598,2,17,6.66844873268766,232.644783461332
"39",36.7181395110157,20.9348399384099,"False","Level1",0.462125470563929,4,5,19.0530953471288,131.123660547579
"40",51.9686123586912,3.9417585120363,"True","Level4",1.12786289828182,1,16,12.892882107837,146.721903638141
"41",57.3846657999541,74.1308708350762,"True","Level1",0.840172343896432,3,7,27.8827187671746,252.568057264662
"42",51.7136828118997,82.7610261349153,"True","Level4",3.28588727554881,5,15,1.7834091383346,266.453428865099
"43",48.8435171761176,96.7864565951355,"True","Level3",3.76719940994196,2,19,59.9637476054546,288.368265702453
"44",46.9889630441071,88.9836394088311,"True","Level2",14.8737821917418,1,2,57.5121702415223,242.264788461134
"45",35.2147800963257,60.0534768206415,"True","Level2",0.380257397660695,5,16,50.1520578940451,201.785626913078
"46",42.8015579160529,53.0052339212381,"False","Level4",4.57980359610969,1,9,28.1815380426543,195.962918265434
"47",45.3936122904021,2.78410512625863,"False","Level3",3.73800128088806,2,18,5.45079089310839,134.772167550165
"48",60.5712222621892,24.6656446844778,"False","Level3",3.63076047790492,2,10,15.8121991680744,193.418521016242
"50",32.3695984463727,62.8503900083568,"False","Level1",1.15045357721636,2,2,14.6371367761497,178.809797790275
"51",53.240839693948,55.7251833318411,"False","Level3",0.208139066052699,1,14,22.9887216478978,228.357315258604
"52",46.1491771958368,74.263598968169,"False","Level1",5.57784890281919,2,1,40.8482757062558,227.629937880924
"54",56.1167628884087,56.4952607652473,"True","Level2",0.0887322860014482,3,11,39.8249777430506,243.611146865589
"55",60.3099952249595,8.81422433907921,"False","Level4",1.44757881177264,0,1,72.1023202470509,168.860617657867
"56",59.312801191162,41.3665523583207,"True","Level3",1.85044233762819,5,5,31.141058029913,213.598436225157
"57",41.6078247677736,75.0160832954601,"True","Level3",4.79649193042472,7,13,39.3882443290057,236.065487870453
"58",46.9078762414879,69.3400853429044,"True","Level4",0.94724927857655,3,17,32.9062464765112,241.632815550606
"60",59.7554512712236,27.7891125987756,"False","Level1",3.29349152284012,3,7,34.983380736892,202.808141818906
"61",45.2082576215471,49.8189299173979,"True","Level1",3.07387448739844,1,13,11.3041751794956,203.536938338801
"62",48.1434102333618,32.9530413773997,"False","Level2",18.2369156350572,3,4,17.2556259451895,170.079847903319
"65",58.125258223942,68.4209075188487,"True","Level4",4.36061825990617,5,11,58.865935011333,271.333924794169
"67",49.2798987841967,20.3511108331886,"False","Level3",2.81403979512331,0,13,32.2403842327765,167.832397428876
"68",60.0353289789202,87.3361117841438,"False","Level1",3.0241971326736,3,11,24.7941393010015,292.024058914338
"69",53.6163602504763,5.97622741783844,"False","Level2",10.5733335971897,1,8,27.2515395808801,139.805209227189
"70",43.5488024539488,88.8599280437152,"False","Level4",11.3136736738087,11,7,23.8889131458383,245.563183786997
"71",53.6139560550841,32.9073779460728,"False","Level3",1.36356588031352,0,15,65.8547606693349,196.210956355041
"72",65.3803656646597,31.4587633414066,"False","Level1",1.11098174141722,4,15,33.6889614678069,228.599229251511
"73",49.6417396089005,51.2088576698664,"False","Level1",3.42822867315336,3,12,2.80899723867886,213.524098184377
"74",65.6464365581401,94.0690187723232,"True","Level2",11.5267960428696,3,17,37.1055505398282,322.841927960191
"76",58.2190250437522,35.2230975070745,"False","Level3",5.2779739909528,1,13,9.37422522926445,207.276675934388
"77",50.8704706823817,85.6571988683336,"False","Level3",6.15760545126647,4,16,4.13317818483117,276.372065015727
"78",47.0099264953413,39.6054477435467,"False","Level1",7.54060777698368,7,1,9.4755310868537,179.083982280908
"79",50.917607765355,19.9156897597067,"True","Level1",4.14969894496001,1,13,1.11792974837358,168.73055100285
"80",30.1243108539911,42.4794181331412,"False","Level4",2.57462991278651,0,7,7.76420087797013,148.374713456851
"82",53.5711257151175,91.5416201466703,"True","Level3",4.72513281302258,4,7,18.1622385542592,276.794213448184
"83",64.7789404474152,76.1934375743097,"True","Level2",6.5201667931811,2,8,45.2283550023084,289.390718572243
"84",44.8172978172635,50.5115555744006,"False","Level3",2.11546926956273,3,18,7.71404734376427,208.529057389687
"85",41.9150639710681,98.8370566721571,"False","Level4",5.54254319708781,3,17,23.7226457196747,268.479999285652
"86",44.9824295641546,46.5277531275923,"False","Level4",1.4906669024371,1,16,27.3620923868239,200.844571404874
"87",59.1540211770207,5.82378308202752,"False","Level2",1.40582952780267,3,17,19.6640438861903,167.569295727371
"88",53.2875110965968,26.2274321814985,"False","Level3",6.27145921480771,2,8,13.3276576490382,177.303002274748
"90",55.1326743311336,15.690262414612,"True","Level3",5.74863237057349,4,18,19.0666885134577,190.275104575166
"91",50.9707754934804,94.7565126324043,"True","Level4",1.5697092487963,2,4,16.7286255132253,274.567838855589
"92",59.6864499053289,76.6848897817773,"False","Level2",4.56552083505464,1,2,17.6677989168235,265.680625791504
"93",42.9794690612265,26.8287200427773,"False","Level4",2.93433828392536,3,16,14.0587949359599,167.776439871921
"94",46.7233785340223,59.0804533517916,"False","Level3",4.54360089041477,2,18,13.8054779935262,235.737259202996
"95",46.0789184686784,72.1449157109572,"True","Level3",1.71865068357292,5,8,25.013356896446,239.153253063263
"96",35.3648505186788,94.1278928906798,"False","Level4",6.28424840255477,3,14,10.6748582671435,235.621576017973
"97",52.9612027706458,88.1635349175411,"True","Level1",8.19766547111343,3,18,47.4399676168972,287.335969145084
"98",52.6105527217989,51.5192226138214,"True","Level2",1.5049611299419,7,19,15.4285581949549,229.17661311488
"99",50.0511345664246,77.4652619793018,"False","Level2",1.78780925602111,4,4,33.462772982631,243.427322231838
"100",47.6541286662485,56.2144753827585,"True","Level4",5.41105174048235,2,14,62.6773906547953,210.429502297991
"101",35.8462925794959,55.270389004554,"False","Level4",5.94681974763684,4,2,18.0968158565207,181.275530672522
"102",45.7935467723464,11.4741958338192,"True","Level1",6.08866326495689,3,17,39.3081298567449,154.655944414407
"103",46.5728548347323,12.6137658016152,"False","Level2",5.73951434034123,3,6,36.8497994382639,145.614482166372
"104",41.9772273077838,52.9533615022457,"False","Level1",2.4945488103005,6,8,34.8163736640793,200.156910036735
"105",48.3871428833399,26.8861544979007,"True","Level2",2.5114249485252,2,16,25.7517547339219,182.941659465277
"106",54.0405085681454,2.10369024604686,"True","Level4",1.47063145041992,0,1,15.7029909457684,136.681842947144
"107",68.8618590121053,72.2839203900212,"True","Level2",0.852955343319938,3,18,26.3867475918224,304.028406289014
"108",51.7457781283184,3.2486596690165,"False","Level2",5.89765931858721,3,3,7.17689010098628,132.03759470223
"109",52.5755039072276,59.5276841104055,"True","Level2",0.489104969154777,1,18,27.5172886278846,238.18232558229
"110",49.2555408423383,53.9193794127314,"True","Level1",13.886381401409,3,10,54.0165000286147,203.206406023567
"111",30.8122878470096,96.8814690577804,"False","Level1",8.76326026452418,0,2,33.7378404947879,229.513176425446
"112",49.7348612455078,48.4213139347642,"False","Level2",9.74226780243253,2,19,21.4263859337065,211.06380148232
"113",50.6023020994103,6.36014363777974,"True","Level3",11.8580048924,4,11,10.4133017652788,146.763448168416
"114",74.6324211248529,55.1687967806462,"True","Level1",2.62635538304817,6,19,20.9065557143617,303.419012499424
"115",48.0763903521888,84.1096170616101,"True","Level4",9.37681605821942,3,3,12.2995857025866,247.857477355834
"116",53.0154734233361,99.684928428144,"False","Level4",0.860240352934124,3,10,39.4970257952551,290.937788722329
"117",49.6528823029476,43.0343173689072,"False","Level2",0.109397064117712,0,16,39.9720414755898,204.113112713914
"118",38.3132196238047,32.0298742496743,"True","Level4",7.68306118648459,7,3,16.7500406589847,145.375675870474
"119",61.4282281451502,90.6653296951999,"False","Level1",0.388708628138378,3,19,13.8195429795143,324.841490633102
"120",57.5193303268678,19.1242129076121,"True","Level3",22.3377776612534,4,7,9.13062128212419,172.132136372427
"122",40.9061254520526,40.5714424180948,"False","Level3",7.00094645531332,2,8,10.9081915918976,167.100846304229
"125",55.8685709380027,26.5228522502675,"False","Level4",0.220908667174463,1,10,33.5021691444248,192.693519485737
"126",71.9045562580998,68.6091153943487,"True","Level2",9.09541859535154,2,19,21.974541129229,294.821692548402
"127",40.0946367486931,94.8790497691918,"True","Level3",0.929383903788824,2,15,7.13666851022229,256.340689413561
"128",44.3370227039723,26.8047187378638,"False","Level1",5.9760245550094,3,15,16.025348790323,167.412850594428
"129",50.9965136508764,81.1465939151682,"True","Level4",1.27111076601764,2,5,53.9298535233787,249.396033012952
"130",44.965243458838,5.53598169384095,"True","Level1",0.354544079180151,3,3,39.8799389223562,122.407891440425
"131",34.4933656893387,53.8121010039813,"False","Level3",3.28401529791214,3,3,46.4327591380118,169.572575431581
"132",50.6856297480603,7.05500637098946,"False","Level2",0.927349800729157,6,4,9.9369888468549,146.008674680047
"134",54.7359243063518,76.635128055739,"True","Level4",1.35619563103729,4,16,22.9066425560506,265.642297377367
"135",40.805757657662,65.7949911204592,"False","Level1",2.09634388118005,1,5,25.0114619288341,199.27980365549
"136",65.4993440501754,82.3896381624664,"True","Level1",4.19016251484803,0,8,17.0421199570395,300.112261422405
"137",42.1674670766376,64.7519795570163,"False","Level4",1.67714185123789,4,10,39.4054677075377,223.587375379892
"138",46.7793848379432,96.8944397174291,"True","Level2",2.37398040326852,2,2,20.4603799428288,258.570510236314
"139",58.1351721736967,71.3957947864772,"True","Level4",8.45383019520056,7,14,53.8852986786158,261.742440892415
"140",37.6913568356605,92.4658609582247,"False","Level3",0.987439022950743,3,5,4.25996113587746,242.365038133562
"141",52.2745993460413,51.7131892010638,"True","Level2",0.42888754431006,1,7,13.0669891142543,217.05678935806
"142",63.0714275428243,11.7064412981863,"True","Level1",1.99014749298337,1,11,31.2924422098608,187.628675402416
"143",33.9251676543877,52.8177721423017,"False","Level4",2.76150970854114,4,3,8.88670086086223,163.527194481014
"144",51.846338585323,12.6872828063093,"True","Level3",3.91163306281537,3,12,23.881509464631,165.015941971751
"145",52.5988279424842,59.2493479176405,"True","Level4",2.3294500782387,4,14,16.8122208158172,236.121717523572
"146",57.8182287177731,48.2493060527663,"True","Level2",7.80113680755032,3,1,9.13547167111854,212.028370909698
"147",37.6304928912192,62.2575397832782,"False","Level3",0.200566893178991,2,16,55.149443714354,201.845895214859
"148",36.7954338691572,1.00469810548316,"False","Level1",2.82612340125806,0,15,13.5394663545388,113.191441604591
"149",55.219415656169,19.4840491655364,"False","Level2",2.40840504336935,1,1,21.3683362355822,165.241062335106
"150",52.9698467323319,49.1330431912131,"False","Level3",5.21463675239927,3,13,15.6251089058566,218.826714141312
"151",52.5049285034588,95.0503561589135,"False","Level2",16.9477649916517,3,15,14.2041216310858,285.728627337552
"153",43.1997527842151,42.4372026053635,"False","Level3",21.6668859988777,1,9,67.4385485618404,165.188291442613
"154",52.32253697161,71.4696089006622,"False","Level4",1.79946769684472,6,5,20.9498902090062,237.780421690726
"155",52.9307247329868,60.3792757286118,"True","Level4",0.156772951113783,2,12,66.2676804285336,235.552100974459
"156",42.8564858197363,29.8926150098333,"True","Level1",0.905590411158786,2,17,54.5682856025869,179.096755954248
"157",68.6577451114476,41.0816395567428,"True","Level3",2.51366631687027,5,11,37.6069291184317,239.248886896215
"159",38.0869650279735,96.6021459130208,"False","Level1",0.510463365399971,4,8,3.32101383617351,259.329969414369
"160",56.5655360863383,13.063438155736,"True","Level2",2.83398348760782,2,15,67.3968272072323,180.485576237681
"161",40.2531832977268,37.1836784566419,"True","Level4",2.0633230999984,8,2,26.9842934246802,158.238800746563
"162",57.8708460374245,2.58389722200112,"True","Level1",0.654070983207974,5,10,59.9679238084726,156.971041492376
"163",61.585955790074,22.1779491933546,"True","Level2",1.75571657688333,5,14,16.293910487273,195.479182367673
"164",41.7931768164829,78.0471138380155,"True","Level1",10.8769460588268,7,5,20.4238163082869,230.163690665897
"167",58.2206015999449,47.4453179844523,"True","Level4",4.73435643022594,3,19,38.9438385108197,232.126170965396
"168",68.9679298265395,0.99692347345185,"True","Level3",2.78592888509785,6,7,47.9369909473412,177.695985146603
"169",47.5461188399713,8.47661544263332,"True","Level4",1.36577804998799,2,18,33.7906380567748,150.612027610713
"170",42.4626383564251,80.7625869562975,"True","Level2",2.3023635601536,6,12,50.5404478951378,254.80036355998
"172",41.8418971503456,91.5138820404896,"True","Level2",2.15971189966512,4,14,8.83738400373383,261.369331820941
"173",49.228982905859,85.451543591075,"False","Level1",1.20969819074693,5,10,28.3105519173608,270.769371843715
"174",53.4115197481664,68.3175563239818,"True","Level3",0.61910912500226,4,17,36.9650538090302,267.079154498468
"175",52.7669079933002,5.23328573006628,"False","Level2",10.5916161785709,2,1,23.6937865568844,136.134557774228
"176",58.2718324903602,78.2848617986657,"False","Level1",2.90188768379395,2,4,49.7817816540269,273.791351055008
"177",50.1300189187791,84.551081084056,"False","Level2",4.90692466010264,6,9,19.6233931323366,258.822317793068
"178",64.5353407715732,79.9082145771955,"True","Level2",3.37074753415994,5,4,24.0756414079466,281.490419079073
"179",47.3534316676204,50.8479035308026,"True","Level4",10.3008038156726,2,19,15.6226909432951,205.056800804609
"180",77.2016916658962,23.2901838649482,"False","Level1",3.95859675129588,2,5,34.9508618213621,233.242369732173
"181",56.2566734776501,84.5329975688727,"True","Level4",3.2771516222913,4,18,35.6751599394134,275.270071828609
"182",41.4284244358372,72.7162809740138,"True","Level3",12.9248056981049,3,15,41.4485128711674,228.429153468683
"183",39.2910750193889,98.0761174388852,"False","Level1",6.35928852143893,3,8,14.8225959107972,248.886093863428
"184",54.8247241524319,15.5692597755933,"True","Level4",0.591384016523909,6,2,6.55101895196669,169.474036271239
"185",47.7653721467415,22.5664583052055,"False","Level4",0.978277061433561,3,13,11.6054147556215,162.621454551427
"187",54.7323762457355,79.2539767621337,"True","Level2",9.0349134184036,4,14,21.8223633986632,274.198235373545
"188",49.2717108734313,18.6907296450118,"False","Level2",3.93938676299975,4,15,17.4214193868672,168.578416513552
"189",41.532062819316,6.66598298233061,"False","Level2",4.04228769252536,4,12,20.0133976580046,129.634186431006
"190",34.8515277531414,99.8560806585629,"False","Level3",4.99745095619447,5,5,18.8631693183364,236.283807858536
"191",45.5348504793298,2.48172114451491,"False","Level4",2.89120383013612,0,3,24.5858692945365,119.074489126578
"192",58.5639879432347,83.5244060158866,"True","Level1",5.70028368880112,3,18,14.1030428989034,295.097786806336
"193",52.140937441302,36.5366841550653,"True","Level3",0.574144092093131,1,3,38.977726889136,187.283022545488
"194",37.5426122128801,84.1615459757815,"True","Level2",16.256897249036,3,14,44.7414722152715,233.025224091789
"195",51.7318092585118,55.4620491211145,"False","Level2",6.93456924071023,10,2,51.2265528205534,205.458942826989
"197",41.1614256379887,92.6192986414627,"True","Level3",1.90134157911172,3,13,17.6778139370013,247.805539660638
"198",51.5372510594553,0.9098181280776,"True","Level2",0.877457598197288,2,2,27.6912147763246,134.486701825982
"199",50.58208718446,7.54121759927883,"False","Level3",2.63259870534474,2,12,17.1598018312549,149.995849052612
"201",53.5778736034828,66.9315416363502,"True","Level3",5.02164604561418,4,8,40.7572010360997,245.624690750936
"202",55.6078452636823,88.8272196511506,"True","Level4",2.41152413905131,4,5,23.2800092620997,276.912448773146
"203",60.8305124317528,45.9941951293963,"False","Level1",4.75035447829249,5,11,33.9796843302965,247.000789981644
"206",40.6217496008488,80.4966833881685,"False","Level1",2.99483408406265,2,16,29.6373947231882,236.729982448213
"207",55.1503526720866,96.732811135347,"True","Level2",7.10557260673189,2,19,22.0404022455253,296.537041352463
"208",55.1378595091221,26.8598932914597,"False","Level1",3.94988174231105,2,15,30.3538228458659,196.159724754453
"209",55.1504768630605,49.4825951600546,"True","Level3",5.27024218435811,1,18,5.25624337411756,227.351195796715
"210",88.5273149065472,8.61161105063738,"False","Level1",3.63534427534916,2,6,9.22512761667998,244.481850171764
"211",55.7089051069317,55.9136656462968,"True","Level3",24.0637675661814,4,4,24.1716041744207,210.280352183307
"212",61.355656401806,50.2783441846681,"True","Level2",0.28084970587757,4,4,15.3057373813338,234.987396935907
"213",59.540017634932,14.4436484155078,"False","Level3",3.37697662400446,3,13,21.7031151116135,185.487187948234
"214",56.513912513058,44.2066213118075,"True","Level1",0.479342698420816,2,9,11.5077694983715,218.251140058304
"215",46.8473075535965,33.4104652086563,"True","Level1",0.870490682629292,2,10,21.7168433100684,180.923294340023
"217",42.2717478546243,58.5654335428799,"False","Level1",0.84529008757409,1,8,12.5638921158258,205.655384570858
"218",47.6318139325999,0.849557860720951,"False","Level2",16.5779202264197,2,3,38.2197509237631,113.808246616828
"219",45.146364521709,76.1005982949555,"False","Level2",14.6675236713795,3,9,11.8587860699539,231.517826401257
"220",50.8187413938632,71.3014291861741,"True","Level1",2.04819136495722,2,1,32.3170361639008,234.017897195845
"221",73.1465856667351,36.6286386206522,"True","Level4",5.10475346541114,3,15,14.0512463708114,248.407356456497
"223",56.8626019037451,75.493253978505,"True","Level4",8.45288682886884,5,7,37.5877806641557,249.279936009043
"224",33.8728412881035,95.5175160478132,"False","Level2",4.93686118953634,1,15,32.1218098103792,246.248604606572
"225",45.2806813421057,24.0151596022014,"True","Level3",0.00126243181280636,3,7,21.6420661489177,160.967429135913
"226",60.8895059696737,32.3524613737038,"True","Level4",7.20215606472163,6,13,6.73685696319439,212.850799889441
"227",50.6428001909546,18.3812889481815,"True","Level1",6.86882829643349,3,12,11.4091999622367,176.395310473959
"228",39.2225522207069,57.693612334484,"False","Level4",3.56392070467634,3,18,9.94266474013759,204.674366967763
"229",42.8469629074003,15.4841394647455,"True","Level3",11.6610466083815,1,7,45.7991823448291,118.105978623822
"230",56.7959774893468,35.6193943461379,"False","Level3",11.9541428175182,2,7,11.6936609630211,199.00819299649
"231",42.6963336828286,69.7013013934263,"False","Level3",3.71075944410775,0,15,6.73440590999688,232.128920715591
"232",52.1645858958197,56.0115983009348,"True","Level3",4.68231708592264,2,9,4.27015173424555,226.08343219139
"233",50.4557183990381,38.6462564327935,"True","Level4",28.3065927157908,4,6,43.9609619168835,176.542035827889
"234",43.4839965239418,42.0249601807542,"True","Level1",1.7749549187753,5,9,11.3235262335932,174.823067553588
"235",71.4394408932532,56.211088262323,"True","Level1",1.96237850196687,6,19,54.6457704766735,287.618768323304
"236",56.3391902231801,0.58647278871613,"False","Level3",1.00919740740944,6,16,34.2167348092903,158.970197050129
"237",29.7485741334239,7.85098684536099,"False","Level1",11.3104288322052,6,16,6.0813201318582,101.915062979621
"238",51.8645431476943,88.1258067763012,"False","Level4",6.82243714929544,3,1,26.5600856736118,266.693685704472
"239",43.3821353523161,7.78789890912908,"False","Level1",0.558250428393293,3,13,40.2983520208845,134.949945043155
"240",58.5243333479622,70.6803596210505,"False","Level2",20.0227070088855,5,19,22.5337562676647,264.87122479809
"241",42.074792615673,92.0038164109053,"False","Level1",6.56450780333749,2,4,24.2280051690382,239.358783747753
"242",48.852635585331,27.0683604301731,"False","Level3",9.50303393711264,4,19,12.9970794253356,179.844124877275
"243",55.0498727898046,37.0491437059514,"False","Level1",0.24674324362382,4,10,19.9816973712067,204.429960810431
"245",37.9970359294422,88.1708969638585,"False","Level1",5.99655654211574,5,1,27.6622828316029,220.752599480981
"246",46.6549876415905,94.190558726042,"True","Level1",3.91477506071614,4,13,10.229372576285,272.832670115248
"247",45.2505468883904,73.9563248111268,"True","Level2",5.49277343712463,6,10,34.6666048189934,241.513197679216
"248",43.4667076742629,8.6619760854694,"True","Level4",8.51528436451997,3,15,7.335873967696,124.622703570245
"250",54.0498171096096,41.0303721872662,"True","Level3",9.44141822355256,2,7,14.8752887942376,199.072528796073
"251",37.3911604566495,47.0700999491062,"False","Level1",0.889154901301756,5,14,35.1832828866311,179.265825598109
"252",59.1786194705478,4.9148390345177,"False","Level4",1.57962628034356,1,8,19.4233857917339,170.235634645351
"253",71.2215619701263,19.1062139346358,"True","Level1",0.221565510543312,2,19,25.5839499591811,238.915785131365
"254",60.3246526055115,79.0513607533648,"False","Level2",2.26614013963402,7,18,20.2472263967953,295.965691206031
"255",34.8063003404599,45.395883304786,"True","Level4",2.38944958069869,2,15,23.14637810859,170.714168892255
"256",45.1576592713375,30.1662241631149,"False","Level4",8.18072181060522,5,9,24.3962776265531,157.66427079033
"257",62.6691114918662,38.4019073964958,"False","Level4",5.29403570698019,4,12,17.3730310151762,227.340327191273
"258",42.9233053438122,85.439951332568,"True","Level4",2.86991490158137,2,14,29.6894722847457,250.204000597957
"259",54.4381942814623,74.8999017404957,"True","Level1",5.27940188818252,2,2,22.5087960143421,247.157074525711
"260",57.7463405342934,27.2315397181083,"True","Level2",0.271137187131586,1,5,27.3682099410621,189.01181900603
"261",40.7306952842192,11.7501840212373,"True","Level4",0.993910675245557,0,5,15.5037256142719,121.732747259641
"262",49.404746439382,25.1998221644072,"True","Level3",4.93018535414857,2,14,26.376252317626,175.312761913859
"263",17.5873265993093,92.0756451054734,"True","Level3",5.12727596719682,3,4,36.1092535679662,178.123509315197
"264",39.7561235866571,58.1588837849755,"False","Level2",7.43908146139338,3,2,60.0594955858654,189.759428703487
"265",47.4743184860684,53.3480208744783,"False","Level3",2.57918880997155,2,1,27.2799905984962,195.027939993245
"266",37.5221681803515,59.6393599692462,"False","Level1",6.4106465378019,3,2,31.646469122308,182.596132143681
"267",66.3241130393164,36.6028265746515,"False","Level1",5.75975414299198,2,13,26.8492315351787,231.085290679372
"268",35.6985862203937,80.7107020319513,"True","Level2",16.5376306804104,5,17,18.4861594095816,223.233413478008
"269",45.5995551330302,52.328624930025,"False","Level4",1.21118734248103,2,13,28.2705923938811,211.100057322674
"270",51.3074057728609,11.6747902768796,"False","Level3",4.01123521381295,3,17,6.0194333864531,167.006901124599
"271",64.4127328906612,12.9065124829063,"True","Level3",4.60355797390201,1,5,8.98702547798035,177.364293503983
"272",35.6413784882056,53.6859146502618,"False","Level2",33.0304259857897,4,8,26.4203968177229,153.845693254284
"273",61.6316375215496,93.6570218070839,"True","Level2",1.12312412783868,0,12,56.9476451986743,316.077425603315
"274",50.1023306101959,30.8352121676199,"True","Level3",3.70347978750377,1,9,27.9830877493971,178.136430670924
"276",54.6210347426327,76.4095586578879,"False","Level2",3.73161089045724,3,16,36.361336089923,268.830928756749
"277",51.9905969557347,24.7812442906907,"True","Level1",1.32066505255488,4,19,2.34605840605723,189.343008579499
"278",43.9978312284121,3.63407483162425,"False","Level3",0.243915807714065,5,8,7.69203358695168,128.283360627868
"279",50.6980208499002,10.1847265142383,"False","Level2",4.24977055430118,8,7,29.9963540178609,146.861302093613
"280",46.1468640313824,72.849393384744,"False","Level2",2.04626874873577,7,9,18.1962470414513,241.803604044642
"281",51.1351734525125,19.9669738040647,"True","Level2",1.00410654470383,3,12,21.3977030001557,168.615497684495
"282",56.6213067452105,37.1270920505394,"True","Level3",1.95733445514442,3,14,25.8614422748096,216.746347231747
"283",65.8601681614535,50.1699166006425,"True","Level1",0.252679492987922,1,10,28.8659164528061,257.596196041783
"284",37.6218450117315,72.5468168450163,"False","Level1",15.0230815086503,7,16,14.7231691803995,215.685024746408
"285",71.3303337465627,11.3231223259125,"False","Level3",4.35118720207573,8,2,27.0978906685951,195.384484465236
"286",30.479122004775,40.6366405277462,"True","Level2",8.43074931934789,1,6,8.35351336965303,139.036699472514
"288",55.8831720648458,54.082706397154,"True","Level3",11.6814678458355,3,4,11.2160625733562,216.730160930829
"289",52.8099186773503,81.8360641395217,"True","Level2",3.30164054778072,5,5,15.881058617155,258.021164044127
"290",43.7730048017941,17.1678195043217,"False","Level3",4.26593794653756,2,5,30.1833765867283,134.965255640826
"291",47.9187774964272,80.7831451826622,"False","Level4",3.38434181279748,3,17,29.5567880544805,263.317063685416
"292",45.0699906534117,69.2878427696652,"True","Level1",6.60774735390801,4,5,17.4827114797978,224.24024940656
"294",58.4960209702102,69.9527870402572,"True","Level4",1.58451726671696,1,9,31.5449207313322,262.41220901495
"296",43.0709040473935,13.8397585968125,"False","Level3",4.65860063677613,3,3,29.7753003066101,126.425525319176
"297",58.9959987543325,66.5765240265367,"True","Level2",3.35868963022757,4,16,21.0802917773455,272.293577171086
"298",53.0729952087661,52.4672306685622,"False","Level3",0.50449517382809,6,9,23.3688918958613,229.327543978293
"300",56.2962884192361,33.799878102849,"False","Level3",3.61572754349891,0,9,44.6458345379473,200.463284434947
